id,source,target_sign,context_before,context_after,transliteration,translation,role,notes
real_003307_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,D36 N5 Z1,ra-ms-sw,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 N5 Z1 F31 S29 A52
real_003307_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,sun,D21 D36,Z1 F31 S29,ra-ms-sw,,logographic,Weak label confidence=0.90: logographic reading is supported by word spelling/context. Full context: D21 D36 N5 Z1 F31 S29 A52
real_003307_003,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D21 D36 N5,F31 S29 A52,ra-ms-sw,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D21 D36 N5 Z1 F31 S29 A52
real_003308_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,D36 N5 Z1,ra-Hr-Axty,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 N5 Z1 G5 A40 N27 N27 X1 Z4 O1 O1 A40 A40
real_003308_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,sun,D21 D36,Z1 G5 A40,ra-Hr-Axty,,logographic,Weak label confidence=0.90: logographic reading is supported by word spelling/context. Full context: D21 D36 N5 Z1 G5 A40 N27 N27 X1 Z4 O1 O1 A40 A40
real_003308_003,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D21 D36 N5,G5 A40 N27,ra-Hr-Axty,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D21 D36 N5 Z1 G5 A40 N27 N27 X1 Z4 O1 O1 A40 A40
real_003308_008,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,loaf,A40 N27 N27,Z4 O1 O1,ra-Hr-Axty,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 N5 Z1 G5 A40 N27 N27 X1 Z4 O1 O1 A40 A40
real_003309_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,D36 N5 Z5,ra-ms,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 N5 Z5 A1
real_003309_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,sun,D21 D36,Z5 A1,ra-ms,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 N5 Z5 A1
real_003309_004,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,A1_seated_man,D36 N5 Z5,,ra-ms,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D21 D36 N5 Z5 A1
real_003311_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,D36 X1,rdi.t,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 X1
real_003311_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,loaf,D21 D36,,rdi.t,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 X1
real_003312_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,D36 X1 F51,iry-pa.wt,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 X1 F51 A1 B1 Z2
real_003312_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,loaf,D21 D36,F51 A1 B1,iry-pa.wt,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 X1 F51 A1 B1 Z2
real_003312_004,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,A1_seated_man,D36 X1 F51,B1 Z2,iry-pa.wt,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D21 D36 X1 F51 A1 B1 Z2
real_003313_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,D36 X1 G43,i.iri.t,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 X1 G43 Z1
real_003313_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,loaf,D21 D36,G43 Z1,i.iri.t,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 X1 G43 Z1
real_003313_004,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D36 X1 G43,,i.iri.t,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D21 D36 X1 G43 Z1
real_003314_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,D36 X1 M17,rdy.t,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 X1 M17 M17 X1 Y1 Z1
real_003314_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,loaf,D21 D36,M17 M17 X1,rdy.t,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 X1 M17 M17 X1 Y1 Z1
real_003314_003,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,reed,D21 D36 X1,M17 X1 Y1,rdy.t,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 X1 M17 M17 X1 Y1 Z1
real_003314_004,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,reed,D36 X1 M17,X1 Y1 Z1,rdy.t,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 X1 M17 M17 X1 Y1 Z1
real_003314_005,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,loaf,X1 M17 M17,Y1 Z1,rdy.t,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 X1 M17 M17 X1 Y1 Z1
real_003314_007,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,M17 X1 Y1,,rdy.t,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D21 D36 X1 M17 M17 X1 Y1 Z1
real_003315_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,D36 X1 N35,rdi.n,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 X1 N35
real_003315_003,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,water,D21 D36 X1,,rdi.n,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 X1 N35
real_003316_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,D36 X1 Y1,rdi,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 X1 Y1
real_003317_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,D36 X1 Z7,rdi.t,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 X1 Z7
real_003317_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,loaf,D21 D36,Z7,rdi.t,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 X1 Z7
real_003318_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,D36 Y1,rdi.t,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 Y1
real_003319_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,D36 Z1,r-a,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 Z1
real_003319_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D21 D36,,r-a,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D21 D36 Z1
real_003320_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,D36 Z1 A1,m-r-a,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 Z1 A1
real_003320_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D21 D36,A1,m-r-a,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D21 D36 Z1 A1
real_003320_003,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,A1_seated_man,D21 D36 Z1,,m-r-a,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D21 D36 Z1 A1
real_003321_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,D36 Z1 D34,rA-a-aHA,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 Z1 D34 G1 A24
real_003321_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D21 D36,D34 G1 A24,rA-a-aHA,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D21 D36 Z1 D34 G1 A24
real_003322_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,D36 Z1 D56,rA-a-rd.wy,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 Z1 D56 D56
real_003322_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D21 D36,D56 D56,rA-a-rd.wy,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D21 D36 Z1 D56 D56
real_003323_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,D36 Z1 D56,rA-a-rd.wy,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 Z1 D56 F51 Z30
real_003323_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D21 D36,D56 F51 Z30,rA-a-rd.wy,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D21 D36 Z1 D56 F51 Z30
real_003324_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,D36 Z1 G29,rA-a-bAk,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 Z1 G29 V31 Z7 A24
real_003324_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D21 D36,G29 V31 Z7,rA-a-bAk,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D21 D36 Z1 G29 V31 Z7 A24
real_003325_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,D36 Z1 G29,rA-a-bAk,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 Z1 G29 V31 Z7 Y1 Z2
real_003325_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D21 D36,G29 V31 Z7,rA-a-bAk,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D21 D36 Z1 G29 V31 Z7 Y1 Z2
real_003326_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,D36 Z1 G29,rA-a-bAk,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 Z1 G29 V31 Z7 Z4 Y1 A24
real_003326_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D21 D36,G29 V31 Z7,rA-a-bAk,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D21 D36 Z1 G29 V31 Z7 Z4 Y1 A24
real_003327_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,D36 Z1 G29,rA-a-bAk,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 Z1 G29 V31A A24
real_003327_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D21 D36,G29 V31A A24,rA-a-bAk,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D21 D36 Z1 G29 V31A A24
real_003328_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,D36 Z1 G29,rA-a-bAk,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 Z1 G29 V31A Ff1 Ff1 A24 O1
real_003328_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D21 D36,G29 V31A A24,rA-a-bAk,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D21 D36 Z1 G29 V31A Ff1 Ff1 A24 O1
real_003329_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,D36 Z1 G29,rA-a-bAk,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 Z1 G29 V31A Ff1 Ff1 Ff1 A24
real_003329_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D21 D36,G29 V31A A24,rA-a-bAk,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D21 D36 Z1 G29 V31A Ff1 Ff1 Ff1 A24
real_003330_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,D36 Z1 G29,rA-a-bAk,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 Z1 G29 V31A Ff1 Ff1 Z4 Y1 A24
real_003330_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D21 D36,G29 V31A Z4,rA-a-bAk,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D21 D36 Z1 G29 V31A Ff1 Ff1 Z4 Y1 A24
real_003331_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,D36 Z1 G29,rA-a-bAk,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 Z1 G29 V31A Z7 Ff100 A24
real_003331_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D21 D36,G29 V31A Z7,rA-a-bAk,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D21 D36 Z1 G29 V31A Z7 Ff100 A24
real_003332_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,D36 Z1 G29,rA-a-bAk,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 Z1 G29 V31A Z7 Ff100 A24 O1
real_003332_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D21 D36,G29 V31A Z7,rA-a-bAk,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D21 D36 Z1 G29 V31A Z7 Ff100 A24 O1
real_003333_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,D36 Z1 G29,rA-a-bAk,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 Z1 G29 V31A Z7 Y1 A24
real_003333_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D21 D36,G29 V31A Z7,rA-a-bAk,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D21 D36 Z1 G29 V31A Z7 Y1 A24
real_003334_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,D36 Z1 G29,rA-a-bAk,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 Z1 G29 V31A Z7 Y1 A24 A1 Z2
real_003334_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D21 D36,G29 V31A Z7,rA-a-bAk,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D21 D36 Z1 G29 V31A Z7 Y1 A24 A1 Z2
real_003334_008,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,A1_seated_man,Z7 Y1 A24,Z2,rA-a-bAk,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D21 D36 Z1 G29 V31A Z7 Y1 A24 A1 Z2
real_003335_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,D36 Z1 G29,rA-a-bAk,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 Z1 G29 V31A Z7 Y1 A24 Y1 Z2
real_003335_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D21 D36,G29 V31A Z7,rA-a-bAk,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D21 D36 Z1 G29 V31A Z7 Y1 A24 Y1 Z2
real_003336_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,D36 Z1 G43,rA-a-sS.w,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 Z1 G43 X1 Y1 Z2 Y3 Z7 V12 Z2
real_003336_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D21 D36,G43 X1 Y1,rA-a-sS.w,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D21 D36 Z1 G43 X1 Y1 Z2 Y3 Z7 V12 Z2
real_003337_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,D36 Z1 M3,rA-a-xt,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 Z1 M3
real_003337_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D21 D36,M3,rA-a-xt,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D21 D36 Z1 M3
real_003338_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,D36 Z1 M3,rA-a-xt,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 Z1 M3 Z2
real_003338_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D21 D36,M3 Z2,rA-a-xt,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D21 D36 Z1 M3 Z2
real_003339_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,D36 Z1 N28,rA-a-xaw,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 Z1 N28 D36 Z7 M3 Z2
real_003339_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D21 D36,N28 D36 Z7,rA-a-xaw,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D21 D36 Z1 N28 D36 Z7 M3 Z2
real_003340_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,D36 Z1 N5,ra,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 Z1 N5
real_003340_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D21 D36,N5,ra,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D21 D36 Z1 N5
real_003340_003,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,sun,D21 D36 Z1,,ra,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 Z1 N5
real_003341_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,D36 Z1 V12,rA-a-sSw,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 Z1 V12 Z1 Y3 Z7 V12 Z1 Z3A Ff100
real_003341_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D21 D36,V12 Z1 Y3,rA-a-sSw,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D21 D36 Z1 V12 Z1 Y3 Z7 V12 Z1 Z3A Ff100
real_003341_004,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D36 Z1 V12,Y3 Z7 V12,rA-a-sSw,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D21 D36 Z1 V12 Z1 Y3 Z7 V12 Z1 Z3A Ff100
real_003341_008,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,Y3 Z7 V12,Z3A,rA-a-sSw,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D21 D36 Z1 V12 Z1 Y3 Z7 V12 Z1 Z3A Ff100
real_003342_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,D36 Z1 Y1,ra-a-anx,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 Z1 Y1 S34 N35 Aa1
real_003342_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D21 D36,Y1 S34 N35,ra-a-anx,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D21 D36 Z1 Y1 S34 N35 Aa1
real_003342_004,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,ankh,D36 Z1 Y1,N35,ra-a-anx,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 Z1 Y1 S34 N35 Aa1
real_003342_005,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,water,Z1 Y1 S34,,ra-a-anx,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 Z1 Y1 S34 N35 Aa1
real_003343_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,D36 Z1 Y3,rA-a-sSw,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 Z1 Y3 V12 Z7 Z1 Z3A
real_003343_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D21 D36,Y3 V12 Z7,rA-a-sSw,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D21 D36 Z1 Y3 V12 Z7 Z1 Z3A
real_003343_006,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,Y3 V12 Z7,Z3A,rA-a-sSw,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D21 D36 Z1 Y3 V12 Z7 Z1 Z3A
real_003344_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,D36 Z1 Y3,rA-a-sSw,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 Z1 Y3 Z7 V12 Z1
real_003344_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D21 D36,Y3 Z7 V12,rA-a-sSw,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D21 D36 Z1 Y3 Z7 V12 Z1
real_003344_006,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,Y3 Z7 V12,,rA-a-sSw,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D21 D36 Z1 Y3 Z7 V12 Z1
real_003345_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,D36 Z1 Y3,rA-a-sS.w,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 Z1 Y3 Z7 V12 Z1 Z2
real_003345_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D21 D36,Y3 Z7 V12,rA-a-sS.w,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D21 D36 Z1 Y3 Z7 V12 Z1 Z2
real_003345_006,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,Y3 Z7 V12,Z2,rA-a-sS.w,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D21 D36 Z1 Y3 Z7 V12 Z1 Z2
real_003346_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,D36 Z1 Y3,rA-a-sSw,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 Z1 Y3 Z7 V12 Z2
real_003346_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D21 D36,Y3 Z7 V12,rA-a-sSw,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D21 D36 Z1 Y3 Z7 V12 Z2
real_003347_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,D36 Z1 Z3A,rA-a-bAk,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 Z1 Z3A G29 V31A Z7 Y1 A24
real_003347_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D21 D36,Z3A G29 V31A,rA-a-bAk,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D21 D36 Z1 Z3A G29 V31A Z7 Y1 A24
real_003348_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,D36 Z1 Z7,rA-a,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 Z1 Z7 Z30 Z7 Z4A
real_003348_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D21 D36,Z7 Z30 Z7,rA-a,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: D21 D36 Z1 Z7 Z30 Z7 Z4A
real_003349_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,D36 Z4 D36,rdi.t,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D36 Z4 D36
real_003352_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,D37 D21,rdi.t,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D37 D21
real_003352_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,D21 D37,,rdi.t,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D37 D21
real_003355_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,D37,rdy.t,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D37 Ff1 Ff1 Ff1
real_003356_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,D37,rdy.t,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: D21 D37 Ff1 Ff1 Ff1 Ff1
